Seccion,Color,Temas relevantes,Mensaje Emocional,Mujeres,Hombres,Impactos Recomendados diarios,Forecast
1208,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1374,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1380,Amarillo,Recuperación Economica/Certeza Laboral Emprendedores,"Asertividad
Certeza/Compromiso Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1330,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1377,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1227,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1325,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1328,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1189,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1340,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1196,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1339,Rojo,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1267,Amarillo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1341,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1194,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1206,Amarillo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1248,Rojo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1327,Azul,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1326,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1257,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1190,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1195,Rojo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1264,Amarillo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Asertividad
Certeza/Compromiso Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1338,Azul,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1336,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1368,Amarillo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1215,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1342,Azul,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1207,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1276,Amarillo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1197,Rojo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1271,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1332,Rojo,Recuperación Economica/Certeza Laboral Emprendedores,"Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1213,Amarillo,Recuperación Económica pequeños empresarios/Seguridad Salud,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1200,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1218,Rojo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Asertividad
Certeza/Compromiso Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1258,Azul,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1209,Amarillo,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1309,Azul,Recuperación Económica pequeños empresarios/Seguridad Salud,"Asertividad
Certeza/Compromiso Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1346,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 36 años/4 - 7 pm/WA/FB/,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1214,Rojo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1345,Amarillo,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1367,Azul,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1210,Rojo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1329,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 30 años/4 - 7 pm/FB/Medios Locales,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,80 personas
1343,Amarillo,"Recuperación Economica/Violencia Policia
Feminicidios Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
1261,Azul,Recuperación Economica/Certeza Laboral Emprendedores,"Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 40/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,50 personas
1266,Azul,"Trabajo Local/Salud COVID
Impuestos Seguridad vs Violencia","Liderazgo
Certeza/Compromiso Control Fuerzas Policiacas",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 30/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,60 personas
1193,Rojo,"Feminicidos/Violencia 
Programas Sociales Irrevocables","Autonomía
Lealtad/Ecuanimidad Empatia",20 - 36 años/4 - 7 pm/WA/FB/,20 - 42/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,125 personas
1260,Amarillo,Recuperación Economica/Certeza Laboral Emprendedores,"Asertividad
Certeza/Compromiso Empatia",30 - 45 años/4 - 7 pm/FB/Medios Locales,20 - 56/12 - 3 pm/FB/Medios Locales/TW,3 veces al dia.,75 personas
